SampleID,label,Influenza,BioProject,HostGroup,HostType,Season,Age,Sex,Feeding,Species,Location,month,Sphingobacterium__4966214a,Pedobacter__e5eb02f3,Sphingobacteriaceae__736f2237,Parabacteroides__ef4b9171,Bacteroides__a13d2ac8,Prevotellaceae_Ga6A1_group__408c8c2d,Prevotellaceae__282df84e,Incertae_Sedis__32018bce,Prevotella__8ef7520d,Porphyromonas__c465f577,Bacteroidales__8e7f285d,H1__5c1b884f,Flavobacterium__63d393fc,Atopobium__81d6cbdb,Arcanobacterium__4c9ad755,Micrococcales__9eb9acee,Rothia__da821e0a,Lawsonella__30d3ed51,Varibaculum__84b87a55,Schaalia__ed995199,Stenotrophomonas__a6eadb2d,Escherichia-Shigella__6e37ae39,Pasteurellaceae__5a64a6f1,Psittacicella__f8bb29a5,Comamonadaceae__c51976b3,Moraxella__00b629e3,Pseudomonas__13b2a473,Halomonas__7333e261,unclassified__0c9e3ed5,Fusibacter__adc4c72e,Desulfovibrio__5d53bfb2,Brevundimonas__da6b37f3,Methylobacterium__1458f1e7,Clostridium__98fcf594,Bacillota__9ccfad18,Mageeibacillus__816bc635,Colidextribacter__d74cd658,UCG-005__4ce32c4e,Oscillospiraceae__ca53da73,Faecalibacterium__a50e8f12,Incertae_Sedis__efb1124a,Ruminococcaceae__0775e59c,Caecibacterium__9265d514,Campylobacter__af35970d,Helicobacter__acc07901,Lachnospiraceae_UCG-010__5bd5c394,Lachnospiraceae__cafeeea8,Incertae_Sedis__03d08b31,Peptoniphilus__172051db,Parvimonas__e9165b84,Peptococcus__e616d0c9,Candidatus_Arthromitus__04c4a458,Streptococcus__bf0a5e99,Gemella__da6858e2,Staphylococcus__463b2f04,Catellicoccus__f52c8cce,Lactobacillales__8ad1796f,Mycoplasmataceae__8e450566,Thomasclavelia__c4abcba6,Incertae_Sedis__b81519f9,Megamonas__97771191,Veillonellaceae__e56b0756,Veillonellales-Selenomonadales__eb04e82f,Veillonella__6718eb07,Phascolarctobacterium__1683506d,Fusobacterium__0daf4b3d,Incertae_Sedis__c3a9c557,Oceanivirga__5702680e,Leptotrichiaceae__d27439ff,Cetobacterium__024cc2ba
SRR7146702,1,Pos,PRJNA464410,Duck,Duck,FW,U,F,filter,Anasclypeata,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",10.0,1,0,0,0,377,0,0,0,0,317,0,6,44,0,0,131,0,0,139,0,0,1,0,20,0,0,2,3,17,2565,0,1,2,0,0,0,0,0,0,0,0,0,13,665,0,6,212,0,28,277,0,0,0,0,3,0,0,0,0,36,0,134,0,0,0,0,0,0,0,0
SRR7146703,1,Pos,PRJNA464410,Duck,Duck,FW,U,F,dabbling,Anasamericana,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",10.0,0,0,0,0,1522,90,0,0,0,0,13,0,264,0,12,0,0,0,0,0,9,0,0,382,11,0,14,0,0,0,0,13,7,0,0,0,247,244,112,425,3,1042,0,175,0,124,244,0,0,0,31,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,5,0,0,0
SRR7146704,1,Pos,PRJNA464410,Duck,Duck,FW,U,M,filter,Anasclypeata,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",10.0,0,0,12,0,0,0,5,0,0,18,0,0,255,0,123,411,0,0,2,0,9,0,0,59,1,0,27,0,7,0,0,28,0,0,0,20,0,0,8,0,0,1,3,2962,5,0,8,0,0,0,0,12,0,0,2,5,0,0,0,0,0,877,0,7,0,0,1,1,88,38
SRR7146705,1,Pos,PRJNA464410,Duck,Duck,FW,U,F,dabbling,Anascarolinensis,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",10.0,2,4,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,2,0,0,52,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,135,4676,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SRR7146707,1,Pos,PRJNA464410,Duck,Duck,S,A,M,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",7.0,0,0,0,0,690,166,0,0,0,0,12,8,283,0,0,0,0,0,0,0,0,82,2181,0,0,0,9,0,0,0,23,33,0,0,0,0,0,9,0,0,0,0,0,21,2,0,0,0,0,0,0,116,11,0,4,24,1311,0,0,0,0,0,0,0,0,0,0,0,0,15
SRR7146710,1,Pos,PRJNA464410,Duck,Duck,S,H,M,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",8.0,3,0,0,0,0,0,1,0,0,10,0,0,24,0,37,0,0,0,22,0,5,0,0,321,0,0,3,0,6,0,0,4,0,0,36,0,0,0,0,0,0,0,78,1541,0,0,334,83,0,741,31,4,12,0,2,0,0,0,0,163,0,0,1450,0,0,0,0,0,22,66
SRR7146711,0,Neg,PRJNA464410,Duck,Duck,S,H,F,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",7.0,0,0,0,0,682,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,11,0,0,0,0,0,0
SRR7146713,1,Pos,PRJNA464410,Duck,Duck,S,H,M,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",8.0,0,0,0,0,7,0,0,0,0,899,0,0,57,0,0,24,0,0,9,0,0,0,5,2213,0,0,8,0,449,0,0,11,0,0,0,1,0,0,1,0,0,0,0,694,0,0,112,0,0,39,12,0,0,0,0,0,0,0,0,36,0,298,0,0,0,0,0,102,23,0
SRR7146714,0,Neg,PRJNA464410,Duck,Duck,FW,U,F,dabbling,Anasacuta,"ConawayRanch,YoloCounty",10.0,0,0,0,0,25,28,0,0,40,92,0,0,18,0,2,0,154,4,0,0,0,0,171,39,0,0,3,0,0,0,85,8,0,0,0,0,0,4,0,0,0,0,11,3454,101,0,43,0,0,0,0,0,132,18,0,0,31,43,0,0,0,0,2,237,0,136,0,0,109,0
SRR7146716,0,Neg,PRJNA464410,Duck,Duck,FW,U,U,dabbling,Anascarolinensis,"ConawayRanch,YoloCounty",10.0,1,1,0,0,24,0,51,0,12,61,0,2,22,0,0,0,31,0,0,0,0,0,9,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,126,2775,4,0,44,0,0,6,0,0,41,5,0,0,494,6,0,0,14,7,0,103,0,15,0,0,1135,0
SRR7146717,0,Neg,PRJNA464410,Duck,Duck,FW,U,F,dabbling,Anasacuta,"ConawayRanch,YoloCounty",10.0,0,0,0,0,13,11,9,0,10,0,0,0,40,0,3,0,49,0,3,0,0,0,70,98,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,39,2598,52,0,42,0,0,5,0,0,10,8,0,0,13,33,0,0,5,20,0,117,0,1615,0,0,125,0
SRR7146718,0,Neg,PRJNA464410,Duck,Duck,FW,U,F,dabbling,Anasacuta,"ConawayRanch,YoloCounty",10.0,0,0,0,0,682,41,70,6,94,21,0,0,50,0,8,0,77,0,3,0,0,18,31,0,0,0,10,0,5,21,75,6,0,0,0,0,0,0,0,0,0,0,62,658,11,0,459,6,0,244,0,0,212,4,14,0,45,55,0,5,5,0,0,721,0,710,0,0,562,0
SRR7146719,0,Neg,PRJNA464410,Duck,Duck,FW,U,U,dabbling,Anascarolinensis,"ConawayRanch,YoloCounty",10.0,4,0,0,0,596,208,577,14,214,18,32,0,117,0,0,0,176,11,0,11,16,0,88,43,0,0,9,15,0,0,0,39,0,0,0,0,63,9,106,87,8,84,0,35,0,0,73,0,18,51,0,0,248,39,3,0,62,53,22,0,117,539,0,790,90,24,0,0,23,0
SRR7146720,0,Neg,PRJNA464410,Duck,Duck,FW,U,F,dabbling,Anascarolinensis,"ConawayRanch,YoloCounty",10.0,2,0,3,0,7,5,0,2,18,0,0,0,95,0,7,0,62,0,0,0,12,0,0,818,0,0,9,10,4,0,8,29,0,0,6,0,0,16,0,16,2,0,55,203,7,1,1272,7,14,144,5,0,57,0,0,0,11,2,0,5,9,116,0,176,5,1776,0,0,4,0
SRR7146721,0,Neg,PRJNA464410,Duck,Duck,FW,U,F,dabbling,Anascarolinensis,"ConawayRanch,YoloCounty",10.0,0,3,0,0,17,0,2,0,357,565,0,0,34,0,0,1,225,0,0,0,0,0,43,23,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,66,147,0,0,332,28,0,2,0,0,438,36,20,0,11,143,0,4,0,101,0,2180,0,195,0,0,17,0
SRR7146723,0,Neg,PRJNA464410,Duck,Duck,FW,U,U,dabbling,Anascarolinensis,"ConawayRanch,YoloCounty",10.0,13,0,5,0,0,0,0,18,186,36,0,0,1343,0,0,0,296,0,0,0,241,0,189,0,7,0,122,22,0,0,0,205,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,483,58,90,0,111,150,0,0,0,0,0,1338,0,11,0,0,0,0
SRR7146724,0,Neg,PRJNA464410,Duck,Duck,FW,U,U,dabbling,Anascarolinensis,"ConawayRanch,YoloCounty",10.0,0,1,0,0,2,0,0,0,1,47,0,0,41,0,12,0,10,1,0,0,8,5,7,50,0,0,14,0,0,0,0,11,0,0,20,4,0,0,1,0,0,0,74,523,0,0,503,4,9,296,73,0,39,5,0,0,0,1,0,4,0,456,0,59,0,2692,0,26,1,0
SRR7146725,0,Neg,PRJNA464410,Duck,Duck,S,A,F,dabbling,Anasplatyrhynchos,"SuisunMarsh/Balboa,SolanoCounty",7.0,0,0,0,0,0,0,0,0,110,28,25,0,2,0,0,0,18,0,0,0,0,0,0,0,0,0,2,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4325,0,0,32,0,0,13,0,0,17,8,0,0,8,0,0,6,0,14,0,208,0,60,40,5,4,10
SRR7146726,0,Neg,PRJNA464410,Duck,Duck,S,H,M,dabbling,Anasplatyrhynchos,"SuisunMarsh/Balboa,SolanoCounty",7.0,0,0,0,0,388,0,0,0,12,6,503,0,29,0,0,19,16,0,14,0,0,0,10,2893,0,0,0,0,3,12,0,3,0,0,0,0,0,0,20,0,0,14,43,249,23,4,0,0,0,223,0,0,27,4,0,0,0,5,4,0,128,0,0,39,14,0,0,0,274,0
SRR7146727,1,Pos,PRJNA464410,Duck,Duck,FW,U,M,dabbling,Anasplatyrhynchos,"ConawayRanch,YoloCounty",12.0,0,0,0,0,86,7,11,18,6,187,0,0,36,0,0,0,0,0,0,0,0,0,32,118,1,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23,2679,0,0,24,0,0,5,0,0,7,3,4,0,3,0,3,5,1,0,1,25,7,1665,22,3,0,0
SRR7146728,1,Pos,PRJNA464410,Duck,Duck,S,H,F,dabbling,Anasplatyrhynchos,"SuisunMarsh/Sunrise,SolanoCounty",7.0,0,4,0,0,90,0,5,2,12,300,0,6,95,0,0,23,0,0,8,0,5,0,2,0,0,0,17,0,5,0,7,13,0,0,0,0,0,0,0,6,2,12,0,909,0,0,126,0,0,0,0,8,0,2,0,0,0,0,0,45,0,70,0,13,0,0,0,0,0,0
SRR7146729,1,Pos,PRJNA464410,Duck,Duck,S,H,F,dabbling,Anasplatyrhynchos,"SuisunMarsh/ArnoldRanch,SolanoCounty",7.0,0,0,4,0,4,0,4,0,0,2756,0,0,73,0,0,0,0,0,22,0,0,1,0,6,3,0,9,0,13,4,0,14,0,0,0,0,0,0,0,0,0,0,7,34,0,0,1497,0,0,165,0,0,7,0,2,0,19,0,0,43,0,0,0,0,0,9,0,0,299,0
SRR7146730,1,Pos,PRJNA464410,Duck,Duck,FW,H,M,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",10.0,0,0,0,1,394,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,8,0,0,0,0,0,24,0,22,0,11,2114,0,61,0,14,361,0,0,0,0,0,0,0,0,0,0,0,32,3,444,0,11,4,8,1443,0,0,8,0
SRR7146731,1,Pos,PRJNA464410,Duck,Duck,S,H,M,dabbling,Anasplatyrhynchos,"SuisunMarsh/Sunrise,SolanoCounty",7.0,0,1,0,0,0,0,0,0,0,255,0,0,41,0,0,13,0,0,0,0,3,0,47,97,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,134,4274,11,0,91,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,4,0,0,0,0
SRR7146732,1,Pos,PRJNA464410,Duck,Duck,S,H,M,dabbling,Anasplatyrhynchos,"SuisunMarsh/ArnoldRanch,SolanoCounty",7.0,0,5,0,0,19,0,5,0,20,9,0,0,266,0,106,50,48,0,0,0,16,0,17,88,0,0,46,0,193,42,0,0,2,0,0,5,0,0,0,0,0,93,638,679,0,0,94,0,0,0,0,0,2038,15,89,0,229,0,0,22,41,0,0,91,0,0,0,0,0,0
SRR7146733,1,Pos,PRJNA464410,Duck,Duck,S,H,M,dabbling,Anasplatyrhynchos,"SuisunMarsh/Sunrise,SolanoCounty",7.0,0,1,4,8,23,0,16,0,0,147,3,0,54,0,0,20,0,0,2,0,5,2,0,459,0,0,9,3,0,0,0,7,0,0,0,4,0,1,33,0,0,17,100,3146,0,8,68,0,0,20,5,0,0,0,3,0,0,0,3,26,0,10,0,0,0,0,0,0,764,0
SRR7146734,1,Pos,PRJNA464410,Duck,Duck,S,H,F,dabbling,Anasplatyrhynchos,"SuisunMarsh/ArnoldRanch,SolanoCounty",7.0,18,7,0,0,0,0,0,0,0,0,0,0,352,0,0,81,0,0,0,0,39,5,0,0,0,0,15,5,12,72,0,35,0,0,0,0,0,0,0,0,0,0,1502,2493,0,0,79,0,0,0,4,0,118,1,0,0,109,0,0,14,0,0,0,0,0,11,0,0,0,0
SRR7146735,1,Pos,PRJNA464410,Duck,Duck,S,H,M,dabbling,Anasplatyrhynchos,"SuisunMarsh/ArnoldRanch,SolanoCounty",7.0,18,0,7,0,0,0,0,0,0,274,73,0,261,0,0,0,0,0,12,0,27,0,0,152,0,0,49,5,947,0,0,81,0,0,0,1,0,0,0,0,0,0,1065,1035,118,0,396,0,7,0,36,100,37,0,15,0,50,0,0,113,0,108,0,5,0,0,0,0,0,0
SRR7146736,1,Pos,PRJNA464410,Duck,Duck,FW,H,F,dabbling,Anasacuta,"SacramentoNationalWildlifeRefuge,GlennCounty",11.0,0,0,0,0,82,2,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,1404,0,2,0,3,0,26,0,40,0,2607,47,0,136,0,0,0,2,0,138,0,0,0,48,0,0,3,0,0,18,1,6,46,0,0,0,349
SRR7146738,1,Pos,PRJNA464410,Duck,Duck,FW,H,U,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",11.0,0,0,0,0,23,4,0,0,3,2,0,0,5,0,0,0,0,0,0,0,0,0,5,2,0,0,2,0,0,52,0,0,0,0,0,0,2,0,8,0,0,1,314,3596,0,0,63,0,0,0,0,0,0,0,0,39,0,3,0,0,0,0,59,10,0,235,0,0,2,570
SRR7146739,0,Neg,PRJNA464410,Duck,Duck,S,H,M,dabbling,Anasplatyrhynchos,"SuisunMarsh/Balboa,SolanoCounty",7.0,0,0,0,0,2,0,0,0,0,734,102,0,6,0,0,0,0,0,2,0,1,0,6,947,0,0,0,2,1660,0,0,0,0,0,1,0,0,0,0,0,0,0,56,574,47,0,54,15,1,30,18,0,0,0,13,0,0,0,0,122,0,355,0,25,0,227,0,0,0,0
SRR7146740,1,Pos,PRJNA464410,Duck,Duck,FW,A,M,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",11.0,2,0,0,0,0,0,0,2,3,23,0,0,92,0,0,0,25,0,5,3,0,0,10,9,0,0,0,4,0,339,0,0,0,10,0,0,0,0,0,0,0,0,83,2908,0,0,858,0,0,43,0,0,25,1,5,0,12,8,0,6,0,0,220,53,0,18,0,0,155,78
SRR7146741,0,Neg,PRJNA464410,Duck,Duck,FW,A,M,dabbling,Anasamericana,"SacramentoNationalWildlifeRefuge,GlennCounty",1.0,36,27,69,0,43,0,34,0,0,497,0,0,970,6,0,0,0,61,0,0,103,0,0,11,0,0,116,35,30,0,0,48,0,0,69,35,0,0,0,0,0,4,44,1246,0,0,769,14,23,499,48,0,0,0,29,0,0,10,0,22,37,0,0,0,0,14,23,0,28,0
SRR7146743,1,Pos,PRJNA464410,Duck,Duck,S,H,M,dabbling,Anasplatyrhynchos,"SuisunMarsh/ArnoldRanch,SolanoCounty",7.0,0,0,0,0,0,0,0,0,0,1483,0,0,97,0,0,1,0,0,0,0,2,0,0,0,0,0,11,0,1987,0,0,7,0,0,1,0,0,0,0,0,0,0,0,8,0,0,809,0,0,0,0,203,0,0,0,0,0,0,0,17,0,366,0,0,0,0,0,0,2,0
SRR7146744,1,Pos,PRJNA464410,Duck,Duck,FW,U,F,dabbling,Anasplatyrhynchos,"ConawayRanch,YoloCounty",12.0,0,0,0,0,36,0,46,0,15,103,0,0,14,0,0,0,11,0,0,0,2,0,115,4,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,107,3348,0,0,534,0,0,0,0,0,22,19,0,0,0,0,0,17,0,0,0,81,0,86,0,0,428,0
SRR7146745,1,Pos,PRJNA464410,Duck,Duck,S,H,F,dabbling,Anasplatyrhynchos,"SuisunMarsh/ArnoldRanch,SolanoCounty",7.0,0,0,0,0,19,0,0,0,0,897,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,11,3127,22,0,253,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,0,0,0,165,0,0,398,0
SRR7146746,1,Pos,PRJNA464410,Duck,Duck,S,H,M,dabbling,Anasplatyrhynchos,"SuisunMarsh/ArnoldRanch,SolanoCounty",7.0,8,0,10,44,87,0,0,0,0,2509,604,7,129,0,23,77,0,0,0,0,7,0,0,0,0,0,12,0,0,0,0,7,0,0,0,5,0,0,0,0,0,4,6,86,13,8,1007,0,0,0,92,4,0,0,0,0,0,0,32,214,0,0,0,0,0,0,0,0,5,0
SRR7146747,1,Pos,PRJNA464410,Duck,Duck,S,H,M,dabbling,Anasplatyrhynchos,"SuisunMarsh/ArnoldRanch,SolanoCounty",7.0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,10,0,0,0,3,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,62,4771,11,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR7146748,0,Neg,PRJNA464410,Duck,Duck,FW,U,M,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",1.0,0,0,0,0,212,0,1,0,0,0,0,0,23,0,0,6,0,0,1,0,5,5,0,4,1,0,3,3,10,0,0,7,0,0,3,0,0,0,0,0,0,0,846,3146,0,0,519,0,16,57,2,0,0,0,23,0,0,0,0,3,0,7,0,0,0,53,0,18,24,2
SRR7146749,1,Pos,PRJNA464410,Duck,Duck,FW,U,F,dabbling,Anasamericana,"SacramentoNationalWildlifeRefuge,GlennCounty",10.0,0,0,0,0,0,0,0,0,62,65,0,0,80,0,28,0,50,11,20,0,0,0,150,272,0,0,8,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,26,1955,7,0,193,37,0,301,10,0,127,35,36,0,37,34,0,47,0,0,755,520,0,81,5,0,0,32
SRR7146750,1,Pos,PRJNA464410,Duck,Duck,FW,U,F,dabbling,Anasamericana,"SacramentoNationalWildlifeRefuge,GlennCounty",11.0,0,0,0,0,0,0,0,0,9,31,0,0,16,0,0,5,7,0,2,0,2,0,9,8,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,12,1675,0,0,0,0,0,0,0,4,57,0,0,0,11,0,0,0,0,9,0,146,0,2971,0,0,10,0
SRR7146751,0,Neg,PRJNA464410,Duck,Duck,FW,U,M,dabbling,Anascarolinensis,"ConawayRanch,YoloCounty",10.0,0,0,0,0,0,0,0,26,334,289,0,0,248,0,0,0,161,17,0,50,7,0,244,292,13,0,86,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,38,0,0,137,0,0,0,0,0,522,172,51,0,45,311,0,0,0,0,0,1954,0,0,0,0,0,0
SRR7146753,1,Pos,PRJNA464410,Duck,Duck,FW,U,F,dabbling,Anasamericana,"SacramentoNationalWildlifeRefuge,GlennCounty",11.0,0,0,2,0,2,0,0,0,50,34,0,0,106,0,3,0,45,0,0,0,5,0,16,38,0,0,3,2,1,0,0,6,0,0,0,0,0,0,0,0,0,0,120,4025,10,0,12,0,0,3,0,0,84,0,0,0,10,14,0,0,4,0,17,277,0,81,10,0,20,0
SRR7146754,0,Neg,PRJNA464410,Duck,Duck,FW,U,F,dabbling,Anasacuta,"ConawayRanch,YoloCounty",10.0,1,0,3,0,10,0,6,0,8,8,0,0,16,10,0,0,21,0,0,2,1,7,42,483,0,0,4,6,0,0,0,5,3,0,0,0,0,0,0,0,0,12,5,3300,88,0,57,0,0,12,2,0,79,3,0,0,74,4,0,0,0,28,0,122,0,552,2,0,24,0
SRR7146755,0,Neg,PRJNA464410,Duck,Duck,FW,U,M,dabbling,Anasacuta,"ConawayRanch,YoloCounty",10.0,0,0,0,0,39,2,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,62,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638,322,145,0,3,1,0,13,2,0,0,0,0,0,58,2,0,0,0,9,0,5,2,3613,4,0,20,48
SRR7146756,0,Neg,PRJNA464410,Duck,Duck,FW,U,M,dabbling,Anasacuta,"ConawayRanch,YoloCounty",10.0,0,0,2,0,102,12,2,0,7,95,0,0,2,0,0,3,0,0,4,0,0,21,0,17,0,0,2,6,0,0,0,2,0,0,0,0,0,0,21,0,0,1,755,1365,22,1,267,0,0,3,0,0,28,0,15,0,0,0,0,0,81,28,0,10,7,1789,0,4,326,0
SRR7146757,0,Neg,PRJNA464410,Duck,Duck,FW,U,F,dabbling,Anasacuta,"ConawayRanch,YoloCounty",10.0,0,1,0,0,4,0,7,0,3,0,0,0,6,47,0,0,2,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,185,3691,0,0,139,0,0,0,4,0,5,0,0,0,0,0,0,2,0,0,83,6,0,630,0,0,178,0
SRR7146758,1,Pos,PRJNA464410,Duck,Duck,FW,U,F,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",11.0,0,0,0,0,1,0,0,0,142,46,0,0,140,0,0,0,64,0,3,0,0,0,15,14,0,0,0,5,0,128,0,4,0,0,0,3,0,0,0,0,0,0,1209,264,0,0,1851,0,0,15,0,0,150,12,12,0,19,56,0,0,0,6,0,150,0,0,0,0,188,503
SRR7146759,1,Pos,PRJNA464410,Duck,Duck,FW,U,M,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",11.0,0,0,0,0,5,0,11,0,4,4,0,0,14,0,0,0,14,0,0,0,2,1,10,25,0,0,0,0,0,0,0,2,0,0,0,0,1,4,3,0,0,0,0,3344,0,0,16,0,0,0,0,0,38,0,0,3,6,9,0,0,25,0,0,18,4,831,0,0,9,597
SRR7146761,0,Neg,PRJNA464410,Duck,Duck,S,H,F,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",7.0,0,0,0,0,3246,0,0,10,112,0,0,0,81,0,0,0,83,2,0,0,0,0,106,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,11,0,0,0,484,0,0,0,0,0,0,2,0,207,0,7,0,25,0,34,0,0,29,0,403,0,0,0,0,36,0
SRR7146762,1,Pos,PRJNA464410,Duck,Duck,FW,A,F,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",12.0,8,0,0,0,11,0,0,30,102,107,0,0,451,0,0,0,24,7,18,6,17,0,289,94,0,14,10,0,9,0,0,28,0,0,158,0,0,5,0,0,0,0,0,968,0,0,192,0,0,139,387,507,206,59,27,0,70,24,0,0,0,277,0,595,0,28,5,13,106,0
SRR7146763,1,Pos,PRJNA464410,Duck,Duck,S,H,F,dabbling,Anasplatyrhynchos,"SuisunMarsh/ArnoldRanch,SolanoCounty",7.0,25,0,23,0,6,0,0,0,0,0,0,0,926,0,16,0,0,0,13,0,35,0,0,384,5,0,153,15,83,0,0,112,0,0,0,5,0,0,0,0,0,0,863,1954,19,0,219,0,0,0,0,3,14,6,0,0,0,0,0,32,0,0,0,0,0,0,9,0,3,0
SRR7146764,1,Pos,PRJNA464410,Duck,Duck,FW,H,M,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",12.0,2,0,0,0,1,0,0,0,30,34,0,0,132,0,0,15,19,1,0,0,6,0,27,402,0,0,5,0,11,4,0,11,0,10,0,0,0,0,0,0,0,7,114,2113,1239,0,162,0,0,45,0,0,65,14,10,4,14,12,0,12,0,22,0,228,0,0,0,0,223,6
SRR7146765,1,Pos,PRJNA464410,Duck,Duck,FW,A,F,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",12.0,0,0,0,0,10,2,4,10,17,1311,0,0,129,0,0,23,22,2,0,0,1,0,31,27,0,0,3,0,9,0,0,14,0,14,0,0,0,0,0,0,0,0,668,1176,6,0,92,0,0,121,7,0,358,15,77,31,28,0,0,20,0,0,284,111,0,0,4,0,351,22
SRR7146766,1,Pos,PRJNA464410,Duck,Duck,FW,U,M,dabbling,Anasacuta,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",1.0,4,0,0,0,29,0,0,0,0,0,0,0,135,0,0,0,0,0,24,0,0,0,0,748,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,2,16,991,125,0,168,0,0,39,2,0,0,0,4,0,0,1418,9,0,0,0,0,0,0,1,0,0,1270,0
SRR7146767,1,Pos,PRJNA464410,Duck,Duck,FW,A,F,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",11.0,0,0,0,2,25,15,8,0,15,4,0,0,42,0,0,0,12,0,0,1,0,0,0,30,0,0,1,0,0,224,0,0,0,0,0,0,0,3,4,0,0,3,103,3671,5,0,549,0,0,9,0,15,17,2,2,4,1,4,0,0,2,0,0,37,0,129,0,0,36,24
SRR7146769,1,Pos,PRJNA464410,Duck,Duck,FW,A,M,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",11.0,0,0,0,0,0,0,0,0,3,6,0,0,91,0,0,0,35,0,0,0,7,0,0,0,0,0,6,4,0,0,0,0,0,0,5,0,0,34,22,0,0,42,0,312,0,2,60,0,6,0,0,0,39,7,0,2719,28,9,0,0,0,0,0,70,0,10,0,0,710,773
SRR7146770,1,Pos,PRJNA464410,Duck,Duck,FW,A,F,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",11.0,0,0,0,1,70,44,0,0,6,101,0,4,19,0,0,3,8,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,8,8,67,0,12,27,16,78,0,22,26,0,0,0,0,0,22,13,0,101,0,8,33,0,0,13,0,48,0,0,16,0,38,4126
