SampleID,ASF356,Acinetobacter,Acutalibacter,Aeromonas,Agathobaculum,Agrobacterium,Alistipes,Anaerobutyricum,Anaerosporomusa,Anaerostipes,Anaerotruncus,Aquabacterium,Arcanobacterium,Ascidiaceihabitans,Atopobium,Bacillus,Bacteroides,Barnesiella,Bifidobacterium,Bilophila,Blautia,Brevundimonas,Brochothrix,Brucella,CAG-56,CHKCI001,CHKCI002,Caecibacterium,Campylobacter,Candidatus_Actinomarina,Candidatus_Arthromitus,Caproiciproducens,Catellicoccus,Caulobacter,Cetobacterium,Chryseobacterium,Clostridioides,Clostridium,Colidextribacter,Corynebacterium,Croceibacterium,Cupriavidus,Cutibacterium,Cyanobium_PCC-6307,DTU089,Dechloromonas,Deinococcus,Delftia,Desulfovibrio,Elizabethkingia,Enterocloster,Enterococcus,Epulopiscium,Escherichia-Shigella,Exiguobacterium,Faecalibacterium,Flavobacterium,Flavonifractor,Fournierella,Fusibacter,Fusobacterium,GCA-900066575,Gemella,Genus_unassigned_0775e59cd173135c46460efc24f0c35a,Genus_unassigned_0c9e3ed50197a5f104e61cd0520fbb29,Genus_unassigned_20003ad708c4341bfb9325715e8a3a6e,Genus_unassigned_282df84e87013a21e2f3d41c9042f9d6,Genus_unassigned_569e41cdb450ced9aaf87abc387fc8f6,Genus_unassigned_5a64a6f1f4e7afd3bbbf171c5c35b46f,Genus_unassigned_6a4f354262a6fbad12de693585b4e7f1,Genus_unassigned_736f2237cf9ec2cfcaa5645263c92bca,Genus_unassigned_7b071d792fea09d90d9773096db4f8c3,Genus_unassigned_8ad1796f811039f7bae012f206c4d408,Genus_unassigned_8e450566af04da60335f56e9098b4eec,Genus_unassigned_8e7f285d81ef2b399b0301d21e6061e5,Genus_unassigned_9ccfad1833dbe06085dda16682bdb9ef,Genus_unassigned_9eb9acee9f8012d509191f395cd33680,Genus_unassigned_AM406458.1.1481,Genus_unassigned_DQ057389.1.1363,Genus_unassigned_DQ456474.1.1446,Genus_unassigned_DQ793870.1.1284,Genus_unassigned_DQ794370.1.1390,Genus_unassigned_EF025267.1.1453,Genus_unassigned_EU132593.1.1277,Genus_unassigned_EU537172.1.1382,Genus_unassigned_FJVJ01000015.3438.4940,Genus_unassigned_FN667181.1.1433,Genus_unassigned_GQ175371.1.1438,Genus_unassigned_GQ175468.1.1444,Genus_unassigned_HQ452859.1.1430,Genus_unassigned_HQ772504.1.1405,Genus_unassigned_JF145649.1.1306,Genus_unassigned_JN594631.1.1392,Genus_unassigned_JQ014317.1.1286,Genus_unassigned_JQ196333.1.1311,Genus_unassigned_KC108996.1.1244,Genus_unassigned_KC294021.1.1310,Genus_unassigned_KF003417.1.1415,Genus_unassigned_KP337928.1.1234,Genus_unassigned_KT026457.1.1220,Genus_unassigned_KX212257.1.1200,Genus_unassigned_KX225280.1.1202,Genus_unassigned_KY658480.1.1210,Genus_unassigned_MF498280.1.1204,Genus_unassigned_MH843493.1.1214,Genus_unassigned_Y18355.1.1409,Genus_unassigned_a3619e4bd3465b6a2aa9638acd081cd2,Genus_unassigned_a9f73cd1c850d7f999159ba5feabd9d6,Genus_unassigned_c51976b33e301cd0c39ff6780038cb3d,Genus_unassigned_ca53da738ef5a0dbe50fe54061231539,Genus_unassigned_cafeeea8a015957c63e8db16e70ed374,Genus_unassigned_cc71afec2b00c234459733299a21d5f5,Genus_unassigned_cf42d6ef5b5f01ff0a0a2bf5b533682e,Genus_unassigned_d27439ff64e05809b9e00cfa519cdcac,Genus_unassigned_e56acb09bca8725f6d206127a3189941,Genus_unassigned_e56b0756bf4106b0b7f14fa46e828c2a,Genus_unassigned_eb04e82f5de40a4c6ab43c4b470e4cba,Genus_unassigned_fc52caa7528d00b1f9ee139319dea276,H1,HT002,Hafnia-Obesumbacterium,Halomonas,Helicobacter,Hydrogenophilus,Incertae_Sedis,Intestinimonas,Klebsiella,Lachnospira,Lachnospiraceae_UCG-010,Lactobacillus,Lawsonella,Ligilactobacillus,Limosilactobacillus,Macrococcus,Mageeibacillus,Malacoplasma,Massiliomicrobiota,Mediterraneibacter,Megamonas,Merdibacter,Methanobrevibacter,Methylobacterium,Microbacterium,Monoglobus,Moraxella,Mycobacterium,Negativibacillus,Neorickettsia,Oceanivirga,Olsenella,Oscillibacter,Paenibacillus,Parabacteroides,Parvimonas,Pediococcus,Pedobacter,Peptoclostridium,Peptococcus,Peptoniphilus,Peribacillus,Phascolarctobacterium,Phyllobacterium,Porphyromonas,Prevotella,Prevotellaceae_Ga6A1_group,Prochlorococcus_MIT9313,Pseudoalteromonas,Pseudochrobactrum,Pseudoflavonifractor,Pseudolabrys,Pseudomonas,Psittacicella,Psychrobacillus,Pygmaiobacter,Ralstonia,Raoultella,Rhodococcus,Romboutsia,Rothia,Rubellimicrobium,Ruthenibacterium,Sarcina,Schaalia,Sedimentibacter,Sellimonas,Seongchinamella,Serratia,Shewanella,Shinella,Shuttleworthia,Sphingobacterium,Sphingomonas,Staphylococcus,Stenotrophomonas,Streptococcus,Sulfurovum,Synechococcus_CC9902,Terrisporobacter,Thomasclavelia,Tissierella,Tumebacillus,Turicibacter,Tyzzerella,UCG-005,UCG-009,Varibaculum,Veillonella,Weissella,[Clostridium]_innocuum_group,[Ruminococcus]_gnavus_group
SRR12148852_merged,7,0,130,0,84,0,0,0,0,54,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,34,0,0,0,0,24,0,0,0,0,0,82,73,0,0,0,0,0,18,0,0,0,0,0,32,0,1,136,0,1071,0,31,0,0,0,38,0,0,0,0,0,0,0,419,0,0,0,0,0,0,0,0,0,0,0,0,1562,0,0,0,0,1,0,34,0,0,0,0,0,0,8,0,0,0,0,14,84,0,3,0,0,0,0,0,0,0,192,0,0,0,0,0,0,9,0,0,0,0,116,0,0,0,0,0,0,0,0,7,0,0,119,0,0,87,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,0,0,13,0,0,0,65,0,0,0,0,36,0,0,2,0,0,0,0,0,102,0,0,0,5,0,6,0,0,12,5,0
SRR12148853_merged,19,0,15,0,15,0,0,9,0,64,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,10,0,0,0,0,0,0,0,0,0,0,74,7,0,0,0,0,0,1,0,0,0,0,0,16,0,0,146,0,321,0,14,0,0,0,3,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,1078,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1113,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,70,0,0,0,0,42,1,0,0,0,1,0,0,0,6,0,0,45,0,0,4,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,0,0,0,0,0,0,10,0,0,0,0,55,0,0,5,0,0,0,0,0,9,0,0,3,2,0,22,0,0,966,1,0
SRR12148854_merged,20,0,40,0,48,0,0,8,0,203,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,22,0,0,0,0,16,0,0,0,0,7,8,21,0,0,0,0,0,8,0,0,0,0,0,113,0,18,23,0,125,0,20,0,0,0,50,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,1674,0,0,0,0,153,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1044,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,240,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,219,0,0,65,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,16,0,0,0,95,0,0,0,0,40,0,0,0,0,0,0,0,0,20,0,0,0,3,0,10,0,0,0,8,2
SRR12148855_merged,7,0,12,0,18,0,0,6,0,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,2,0,0,0,0,0,151,6,0,0,0,0,0,2,0,0,0,0,0,8,0,0,325,0,207,0,4,0,0,0,1,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,459,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,706,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,89,0,0,0,0,28,0,0,0,0,0,0,0,0,9,0,0,49,0,0,9,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1677,0,0,1,0,0,0,10,0,0,0,0,21,0,0,1,0,0,0,0,0,8,0,0,4,0,0,2,0,0,728,3,0
SRR12148856_merged,0,0,15,0,0,0,0,35,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,31,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,2701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,15,0,0,0,0,7,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,17,0,0
SRR4409218,0,0,0,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,109,0,111,8,3950,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,17,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,279,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR4409219,0,4,0,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,23,14,1,0,0,0,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,1,0,0,0,24,0,31,83,53,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3926,0,0,29,0,0,0,0,3,5,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,1,0,0,0,283,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR4409220,0,27,0,383,0,2,0,0,0,0,0,0,0,0,0,0,37,0,2,0,0,0,11,6,0,0,0,0,2,0,0,0,0,0,0,0,0,46,0,12,0,4,21,6,0,0,8,0,34,0,0,0,0,110,0,0,0,0,31,0,21,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,3,0,0,0,0,0,0,0,19,0,10,0,64,0,67,154,950,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1278,1,11,87,0,0,0,39,4,6,1,0,0,3,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,4,0,5,0,0,6,2,10,0,0,0,774,0,1,0,0,16,547,0,0,0,0,0,0,0,0,0,0,18,5,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR4409221,0,39,0,757,0,18,0,0,0,0,0,16,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,25,0,60,0,23,21,8,0,0,0,13,0,0,0,0,0,42,0,0,0,0,0,0,63,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,40,0,82,9,0,0,0,793,298,0,0,0,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,44,12,0,28,0,0,1,16,3,0,0,0,0,0,9,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,9,0,0,0,0,0,19,0,5,0,0,108,0,0,0,0,29,2151,0,0,0,0,0,0,0,0,0,0,59,0,0,0,11,0,8,6,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR4409222,0,24,0,223,0,9,0,0,0,0,0,3,0,0,0,4,13,0,0,0,18,0,0,10,0,0,0,173,7,7,0,0,0,16,0,0,0,57,0,46,0,11,51,16,0,23,6,0,0,0,0,0,0,414,0,51,0,0,0,0,24,0,0,0,0,6,0,16,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,38,30,8,14,4,0,0,0,276,80,0,0,0,60,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,32,0,63,0,0,0,0,70,16,7,3,0,0,0,0,4,0,0,0,20,0,0,0,21,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,23,0,0,0,12,1,0,0,0,1476,0,0,0,80,10,987,12,0,8,0,5,0,0,0,4,6,25,0,0,0,6,23,7,45,10,62,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR4409223,0,36,0,301,0,0,0,0,0,0,0,7,0,11,0,4,0,0,0,0,0,0,0,12,0,0,0,137,6,0,0,0,0,4,0,0,0,0,0,4,25,15,77,19,0,0,0,0,0,0,0,0,0,535,0,9,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,7,13,0,0,0,0,303,50,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,13,41,0,54,0,0,0,0,11,2,2,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,34,0,0,0,0,0,6,0,20,1459,0,0,0,11,11,1146,0,0,90,0,5,0,0,0,26,0,6,6,0,0,17,20,16,6,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR4409224,0,14,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1506,0,2,0,6,13,0,0,0,0,6,0,0,0,2,0,102,0,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,21,0,2,0,44,0,59,114,127,0,0,0,7,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1189,0,0,5,0,0,0,36,0,133,8,0,0,5,0,0,3,0,0,1,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,670,0,12,0,0,4,430,0,0,0,0,0,0,0,0,0,0,18,0,0,0,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR4409225,0,14,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2093,248,0,0,0,0,0,0,0,0,6,0,0,0,3,5,0,0,4,0,0,0,0,0,0,0,201,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,19,0,373,103,30,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862,0,3,0,0,0,0,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,3,0,0,0,101,0,0,0,22,0,339,3,0,3,0,19,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR4409226,0,5,0,68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,13,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,26,0,31,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,3379,0,97,62,162,0,0,0,12,0,0,0,59,0,0,0,0,0,0,1,0,0,0,0,0,28,0,416,0,11,5,0,0,0,3,0,7,2,0,0,47,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,371,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR4409227,0,49,0,315,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,31,27,0,0,0,0,43,0,0,0,18,0,990,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,112,0,0,0,0,814,137,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,2,12,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,2009,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,9,65,0,0,0,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR4409228,0,15,0,48,0,0,0,0,0,0,0,0,0,0,0,0,12,0,95,0,0,0,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,16,0,7,0,0,0,0,24,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,5,3,0,0,90,0,102,17,151,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,2,0,45,0,2,3,0,0,0,16,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4130,0,0,0,9,0,24,2,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR4409229,0,9,0,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,21,0,2,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,14,0,4,0,90,0,89,22,111,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,3,59,0,9,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4354,0,2,0,1,0,25,0,0,4,0,0,0,0,0,0,0,1,2,0,0,4,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR4409230,0,2,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,271,29,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,163,0,3401,8,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,0,0,2,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,266,0,5,0,1,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR4409231,0,2,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,250,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,74,0,116,4,126,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,1,0,14,0,0,2,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4242,0,4,0,0,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR4409232,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,106,0,0,0,2135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,2,0,0,0,37,0,29,4,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,7,0,0,0,4,0,13,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2344,0,31,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR7146574,0,0,0,0,0,0,0,0,0,0,0,0,11,0,349,0,33,0,0,0,0,12,0,0,0,0,0,25,505,0,11,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,31,0,0,178,0,0,0,14,0,0,229,5,0,0,0,0,0,4,0,880,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,29,867,0,0,36,0,459,0,0,0,0,0,5,0,0,90,0,0,0,35,0,0,0,0,0,7,0,0,0,89,0,0,0,0,0,0,0,0,0,6,0,0,0,0,206,0,0,9,14,11,0,0,0,88,4,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,669,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
SRR7146575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868,0,0,0,0,9,0,0,0,0,0,0,309,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,145,93,0,148,0,0,0,0,479,0,0,96,0,0,0,0,0,4,0,81,41,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,483,0,0,40,0,0,0,0,0,0,0,0,29,0,56,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,53,0,0,30,19,0,0,52,0,0,0,736,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,262,0,0,0,0,32,0,0,0,0,0,0
SRR7146576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,22,4544,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,90,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,84,0,0,16,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,4,0,0,0,32,0,0,0,0,0,0,0,4,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR7146577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,57,4782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR7146578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,4,0,0,0,26,0,0,0,6,0,263,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR7146580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1375,0,0,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,5,0,0,0,25,0,20,13,2,0,0,0,0,0,0,0,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,93,0,255,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,19,0,0,0,0,4,0,0,0,354,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,187,0,0,0,0,0,0,0,0,0,0,0,535,0,0,0
